"PK_OWNERSHIP";"FPK_NATURA";"SITECODE";"TYPE";"LB_STPRO";"COVER"
"10869";"6506";"FR2200362";"30";"Domaine communal";"6"
"10870";"6506";"FR2200362";"00";"Indéterminé";"25"
"10871";"6507";"FR2200388";"01";"Propriété privée (personne physique)";"100"
"10872";"6508";"FR2200396";"01";"Propriété privée (personne physique)";"72"
"10873";"6508";"FR2200396";"30";"Domaine communal";"25"
"10874";"6508";"FR2200396";"61";"Domaine privé de l'état";"2"
"10875";"6508";"FR2200396";"05";"Propriété d'une association, groupement ou société";"1"
"10879";"6518";"FR2400518";"01";"Propriété privée (personne physique)";
"10880";"6518";"FR2400518";"61";"Domaine privé de l'état";
"10881";"6519";"FR2400519";"01";"Propriété privée (personne physique)";
"10882";"6520";"FR2400520";"01";"Propriété privée (personne physique)";
"10883";"6520";"FR2400520";"05";"Propriété d'une association, groupement ou société";
"10884";"6520";"FR2400520";"20";"Collectivité territoriale";
"10885";"6520";"FR2400520";"50";"Domaine régional";
"10886";"6520";"FR2400520";"61";"Domaine privé de l'état";
"10887";"6521";"FR2400521";"01";"Propriété privée (personne physique)";
"10890";"6523";"FR2400523";"01";"Propriété privée (personne physique)";"99"
"10891";"6523";"FR2400523";"30";"Domaine communal";"1"
"10892";"6524";"FR2400524";"01";"Propriété privée (personne physique)";"4"
"10893";"6524";"FR2400524";"61";"Domaine privé de l'état";"95"
"10894";"6524";"FR2400524";"20";"Collectivité territoriale";"1"
"10895";"6525";"FR2400528";"01";"Propriété privée (personne physique)";"20"
"10896";"6525";"FR2400528";"62";"Domaine public de l'état";"80"
"10897";"6526";"FR2400534";"01";"Propriété privée (personne physique)";"98"
"10898";"6526";"FR2400534";"20";"Collectivité territoriale";"2"
"10899";"6527";"FR2400536";"01";"Propriété privée (personne physique)";"70"
"10900";"6527";"FR2400536";"20";"Collectivité territoriale";"15"
"10901";"6527";"FR2400536";"62";"Domaine public de l'état";"15"
"10906";"6529";"FR2400540";"01";"Propriété privée (personne physique)";"60"
"10907";"6529";"FR2400540";"05";"Propriété d'une association, groupement ou société";"40"
"10908";"6530";"FR2400541";"30";"Domaine communal";
"10909";"6530";"FR2400541";"61";"Domaine privé de l'état";
"10910";"6531";"FR2400548";"01";"Propriété privée (personne physique)";
"10911";"6531";"FR2400548";"05";"Propriété d'une association, groupement ou société";
"10912";"6531";"FR2400548";"50";"Domaine régional";
"10913";"6531";"FR2400548";"63";"Domaine public fluvial";
"10914";"6532";"FR2400552";"01";"Propriété privée (personne physique)";"62"
"10915";"6532";"FR2400552";"05";"Propriété d'une association, groupement ou société";"5"
"10916";"6532";"FR2400552";"22";"Domaine public d'une collectivité territoriale";"33"
"10917";"6533";"FR2400556";"01";"Propriété privée (personne physique)";"100"
"10918";"6534";"FR2400558";"60";"Domaine de l'état";"100"
"10919";"6535";"FR2400561";"01";"Propriété privée (personne physique)";"90"
"10920";"6535";"FR2400561";"05";"Propriété d'une association, groupement ou société";"10"
"10921";"6536";"FR2400562";"01";"Propriété privée (personne physique)";"90"
"10922";"6536";"FR2400562";"05";"Propriété d'une association, groupement ou société";"1"
"10923";"6537";"FR2400565";"01";"Propriété privée (personne physique)";"20"
"10924";"6537";"FR2400565";"63";"Domaine public fluvial";"80"
"10925";"6538";"FR2402001";"01";"Propriété privée (personne physique)";"80"
"10926";"6538";"FR2402001";"20";"Collectivité territoriale";"10"
"10927";"6538";"FR2402001";"60";"Domaine de l'état";"10"
"10928";"6539";"FR2402007";"01";"Propriété privée (personne physique)";
"10929";"6539";"FR2402007";"20";"Collectivité territoriale";
"10946";"6556";"FR2502022";"80";"Eaux internationales";"100"
"10947";"6557";"FR3100481";"62";"Domaine public de l'état";"45"
"10948";"6557";"FR3100481";"10";"Etablissement public";"36"
"10949";"6557";"FR3100481";"01";"Propriété privée (personne physique)";"14"
"10950";"6557";"FR3100481";"20";"Collectivité territoriale";"5"
"10951";"6558";"FR3102005";"64";"Domaine public maritime";"100"
"10952";"6559";"FR4100196";"61";"Domaine privé de l'état";
"10965";"6564";"FR4211790";"61";"Domaine privé de l'état";
"10966";"6565";"FR4211809";"61";"Domaine privé de l'état";
"11012";"6580";"FR5212006";"01";"Propriété privée (personne physique)";
"11013";"6580";"FR5212006";"30";"Domaine communal";
"11035";"6594";"FR7200680";"01";"Propriété privée (personne physique)";
"11036";"6594";"FR7200680";"30";"Domaine communal";
"11037";"6594";"FR7200680";"40";"Domaine départemental";
"11040";"6598";"FR7200687";"01";"Propriété privée (personne physique)";
"11041";"6598";"FR7200687";"40";"Domaine départemental";
"11047";"6602";"FR7200699";"01";"Propriété privée (personne physique)";
"11052";"6604";"FR7200705";"01";"Propriété privée (personne physique)";
"11064";"6608";"FR7200719";"10";"Etablissement public";"1"
"11071";"6611";"FR7200728";"01";"Propriété privée (personne physique)";
"11072";"6611";"FR7200728";"30";"Domaine communal";
"11078";"6615";"FR7200741";"01";"Propriété privée (personne physique)";"100"
"11086";"6621";"FR7200784";"01";"Propriété privée (personne physique)";
"11087";"6621";"FR7200784";"05";"Propriété d'une association, groupement ou société";
"11108";"6630";"FR8212032";"30";"Domaine communal";"5"
"11109";"6630";"FR8212032";"60";"Domaine de l'état";"5"
"11110";"6630";"FR8212032";"20";"Collectivité territoriale";"80"
"11111";"6630";"FR8212032";"01";"Propriété privée (personne physique)";"10"
"11113";"6632";"FR9101380";"01";"Propriété privée (personne physique)";
"11114";"6632";"FR9101380";"05";"Propriété d'une association, groupement ou société";
"11120";"6634";"FR9101391";"01";"Propriété privée (personne physique)";
"11121";"6634";"FR9101391";"00";"Indéterminé";"100"
"11122";"6635";"FR9101414";"64";"Domaine public maritime";"100"
"11132";"6640";"FR9301497";"01";"Propriété privée (personne physique)";"27"
"11133";"6640";"FR9301497";"30";"Domaine communal";"73"
"11134";"6641";"FR9301498";"01";"Propriété privée (personne physique)";"10"
"11135";"6641";"FR9301498";"30";"Domaine communal";"70"
"11136";"6641";"FR9301498";"61";"Domaine privé de l'état";"20"
"11142";"6645";"FR9301504";"01";"Propriété privée (personne physique)";"34"
"11143";"6645";"FR9301504";"30";"Domaine communal";"66"
"11144";"6646";"FR9301505";"01";"Propriété privée (personne physique)";"9"
"11145";"6646";"FR9301505";"30";"Domaine communal";"67"
"11146";"6646";"FR9301505";"61";"Domaine privé de l'état";"13"
"11147";"6647";"FR9301506";"30";"Domaine communal";"8"
"11148";"6647";"FR9301506";"61";"Domaine privé de l'état";"33"
"11149";"6647";"FR9301506";"01";"Propriété privée (personne physique)";"59"
"11150";"6648";"FR9301511";"01";"Propriété privée (personne physique)";"12"
"11151";"6648";"FR9301511";"30";"Domaine communal";"35"
"11152";"6648";"FR9301511";"61";"Domaine privé de l'état";"36"
"11165";"6653";"FR9301524";"01";"Propriété privée (personne physique)";"17"
"11166";"6653";"FR9301524";"30";"Domaine communal";"83"
"11173";"6656";"FR9301529";"01";"Propriété privée (personne physique)";"21"
"11174";"6656";"FR9301529";"30";"Domaine communal";"24"
"11175";"6656";"FR9301529";"61";"Domaine privé de l'état";"41"
"11187";"6661";"FR9301547";"01";"Propriété privée (personne physique)";"7"
"11188";"6661";"FR9301547";"30";"Domaine communal";"20"
"11189";"6661";"FR9301547";"60";"Domaine de l'état";"73"
"11197";"6667";"FR9301561";"01";"Propriété privée (personne physique)";"70"
"11198";"6667";"FR9301561";"30";"Domaine communal";"30"
"11199";"6668";"FR9301562";"01";"Propriété privée (personne physique)";"44"
"11200";"6668";"FR9301562";"30";"Domaine communal";"55"
"11201";"6668";"FR9301562";"60";"Domaine de l'état";"1"
"11202";"6669";"FR9301563";"01";"Propriété privée (personne physique)";"79"
"11203";"6669";"FR9301563";"30";"Domaine communal";"21"
"11312";"6706";"FR9302005";"30";"Domaine communal";"55"
"11313";"6706";"FR9302005";"01";"Propriété privée (personne physique)";"45"
"11321";"6710";"FR9402019";"60";"Domaine de l'état";"100"
"11323";"6712";"FR9402021";"62";"Domaine public de l'état";"100"
"11327";"6716";"FR9412001";"61";"Domaine privé de l'état";
"11328";"6716";"FR9412001";"64";"Domaine public maritime";
"11335";"6721";"FR1100797";"01";"Propriété privée (personne physique)";"70"
"11336";"6721";"FR1100797";"62";"Domaine public de l'état";"30"
"11339";"6723";"FR1100799";"01";"Propriété privée (personne physique)";"97"
"11340";"6723";"FR1100799";"40";"Domaine départemental";"1"
"11341";"6723";"FR1100799";"51";"Domaine privé régional";"2"
"11343";"6725";"FR1100801";"01";"Propriété privée (personne physique)";"40"
"11344";"6725";"FR1100801";"62";"Domaine public de l'état";"60"
"11350";"6727";"FR1100803";"62";"Domaine public de l'état";"82,5"
"11351";"6727";"FR1100803";"51";"Domaine privé régional";"17,5"
"11352";"6728";"FR1100806";"01";"Propriété privée (personne physique)";"25"
"11353";"6728";"FR1100806";"62";"Domaine public de l'état";"75"
"11359";"6733";"FR1102004";"01";"Propriété privée (personne physique)";"100"
"11360";"6734";"FR1102005";"01";"Propriété privée (personne physique)";"80"
"11361";"6734";"FR1102005";"62";"Domaine public de l'état";"20"
"11362";"6735";"FR1102006";"01";"Propriété privée (personne physique)";"70"
"11363";"6735";"FR1102006";"30";"Domaine communal";"30"
"11364";"6736";"FR1102007";"01";"Propriété privée (personne physique)";"100"
"11365";"6737";"FR1102014";"01";"Propriété privée (personne physique)";"95"
"11366";"6737";"FR1102014";"31";"Domaine privé communal";"2"
"11367";"6737";"FR1102014";"61";"Domaine privé de l'état";"0,3"
"11368";"6737";"FR1102014";"41";"Domaine privé départemental";"0,1"
"11369";"6737";"FR1102014";"51";"Domaine privé régional";"2,5"
"11370";"6737";"FR1102014";"90";"Autre";"0,1"
"11378";"6743";"FR2100274";"01";"Propriété privée (personne physique)";
"11379";"6743";"FR2100274";"05";"Propriété d'une association, groupement ou société";
"11380";"6744";"FR2100276";"01";"Propriété privée (personne physique)";
"11381";"6744";"FR2100276";"05";"Propriété d'une association, groupement ou société";
"11382";"6744";"FR2100276";"20";"Collectivité territoriale";
"11383";"6744";"FR2100276";"50";"Domaine régional";
"11384";"6745";"FR2100277";"01";"Propriété privée (personne physique)";
"11385";"6745";"FR2100277";"05";"Propriété d'une association, groupement ou société";
"11386";"6745";"FR2100277";"20";"Collectivité territoriale";
"11387";"6745";"FR2100277";"50";"Domaine régional";
"11389";"6747";"FR2100298";"01";"Propriété privée (personne physique)";
"11390";"6747";"FR2100298";"05";"Propriété d'une association, groupement ou société";
"11401";"6752";"FR2100336";"01";"Propriété privée (personne physique)";"100"
"11406";"6758";"FR2410002";"00";"Indéterminé";"100"
"11407";"6760";"FR2410004";"01";"Propriété privée (personne physique)";
"11408";"6760";"FR2410004";"20";"Collectivité territoriale";
"11409";"6761";"FR2410010";"01";"Propriété privée (personne physique)";"100"
"11410";"6762";"FR2410011";"01";"Propriété privée (personne physique)";
"11411";"6762";"FR2410011";"05";"Propriété d'une association, groupement ou société";
"11412";"6762";"FR2410011";"20";"Collectivité territoriale";
"11413";"6762";"FR2410011";"40";"Domaine départemental";
"11414";"6762";"FR2410011";"63";"Domaine public fluvial";
"11415";"6763";"FR2410012";"05";"Propriété d'une association, groupement ou société";
"11416";"6763";"FR2410012";"30";"Domaine communal";
"11417";"6763";"FR2410012";"40";"Domaine départemental";
"11418";"6763";"FR2410012";"63";"Domaine public fluvial";
"11419";"6764";"FR2410013";"01";"Propriété privée (personne physique)";
"11420";"6766";"FR2410016";"01";"Propriété privée (personne physique)";
"11421";"6767";"FR2410017";"01";"Propriété privée (personne physique)";
"11422";"6767";"FR2410017";"05";"Propriété d'une association, groupement ou société";
"11423";"6767";"FR2410017";"20";"Collectivité territoriale";
"11424";"6767";"FR2410017";"50";"Domaine régional";
"11425";"6767";"FR2410017";"62";"Domaine public de l'état";
"11426";"6768";"FR2410018";"01";"Propriété privée (personne physique)";
"11427";"6768";"FR2410018";"61";"Domaine privé de l'état";
"11428";"6769";"FR2410022";"01";"Propriété privée (personne physique)";"100"
"11430";"6771";"FR2410024";"60";"Domaine de l'état";"100"
"11434";"6780";"FR2502009";"01";"Propriété privée (personne physique)";"100"
"11441";"6782";"FR2600970";"01";"Propriété privée (personne physique)";
"11442";"6782";"FR2600970";"20";"Collectivité territoriale";
"11448";"6785";"FR2600993";"01";"Propriété privée (personne physique)";
"11453";"6788";"FR3100509";"10";"Etablissement public";
"11454";"6788";"FR3100509";"60";"Domaine de l'état";
"11455";"6789";"FR4100153";"01";"Propriété privée (personne physique)";"31"
"11456";"6789";"FR4100153";"05";"Propriété d'une association, groupement ou société";"2"
"11457";"6789";"FR4100153";"30";"Domaine communal";"66"
"11458";"6790";"FR4100154";"05";"Propriété d'une association, groupement ou société";"3"
"11459";"6790";"FR4100154";"31";"Domaine privé communal";"56"
"11463";"6792";"FR4100156";"01";"Propriété privée (personne physique)";
"11464";"6793";"FR4100159";"05";"Propriété d'une association, groupement ou société";
"11465";"6793";"FR4100159";"20";"Collectivité territoriale";
"11466";"6793";"FR4100159";"61";"Domaine privé de l'état";
"11469";"6795";"FR4100162";"05";"Propriété d'une association, groupement ou société";"40"
"11470";"6795";"FR4100162";"31";"Domaine privé communal";"30"
"11471";"6796";"FR4100163";"05";"Propriété d'une association, groupement ou société";"10"
"11472";"6796";"FR4100163";"31";"Domaine privé communal";"40"
"11473";"6797";"FR4100164";"31";"Domaine privé communal";"99,5"
"11474";"6797";"FR4100164";"01";"Propriété privée (personne physique)";"0,5"
"11475";"6798";"FR4100165";"01";"Propriété privée (personne physique)";
"11476";"6798";"FR4100165";"05";"Propriété d'une association, groupement ou société";
"11477";"6798";"FR4100165";"20";"Collectivité territoriale";
"11478";"6798";"FR4100165";"50";"Domaine régional";
"11486";"6801";"FR4100168";"01";"Propriété privée (personne physique)";
"11487";"6801";"FR4100168";"05";"Propriété d'une association, groupement ou société";
"11488";"6801";"FR4100168";"20";"Collectivité territoriale";
"11489";"6801";"FR4100168";"50";"Domaine régional";
"11490";"6802";"FR4100169";"01";"Propriété privée (personne physique)";"49"
"11491";"6802";"FR4100169";"05";"Propriété d'une association, groupement ou société";"2"
"11492";"6802";"FR4100169";"20";"Collectivité territoriale";"49"
"11500";"6806";"FR4100178";"30";"Domaine communal";
"11501";"6806";"FR4100178";"62";"Domaine public de l'état";
"11504";"6808";"FR4100180";"01";"Propriété privée (personne physique)";"30"
"11505";"6808";"FR4100180";"30";"Domaine communal";"70"
"11506";"6808";"FR4100180";"60";"Domaine de l'état";
"11507";"6808";"FR4100180";"61";"Domaine privé de l'état";
"11508";"6809";"FR4100181";"30";"Domaine communal";
"11509";"6810";"FR4100182";"30";"Domaine communal";
"11510";"6810";"FR4100182";"61";"Domaine privé de l'état";
"11511";"6811";"FR4100183";"20";"Collectivité territoriale";
"11512";"6811";"FR4100183";"61";"Domaine privé de l'état";
"11513";"6812";"FR4100185";"01";"Propriété privée (personne physique)";
"11514";"6812";"FR4100185";"61";"Domaine privé de l'état";
"11515";"6813";"FR4100186";"30";"Domaine communal";
"11516";"6814";"FR4100188";"05";"Propriété d'une association, groupement ou société";
"11517";"6814";"FR4100188";"20";"Collectivité territoriale";
"11518";"6814";"FR4100188";"61";"Domaine privé de l'état";
"11520";"6816";"FR4100191";"01";"Propriété privée (personne physique)";
"11521";"6816";"FR4100191";"05";"Propriété d'une association, groupement ou société";
"11522";"6816";"FR4100191";"31";"Domaine privé communal";"70"
"11523";"6817";"FR4100192";"30";"Domaine communal";
"11524";"6817";"FR4100192";"61";"Domaine privé de l'état";
"11525";"6818";"FR4100213";"30";"Domaine communal";"85"
"11526";"6818";"FR4100213";"01";"Propriété privée (personne physique)";"15"
"11527";"6819";"FR4100214";"05";"Propriété d'une association, groupement ou société";"7"
"11528";"6819";"FR4100214";"31";"Domaine privé communal";"54"
"11529";"6820";"FR4100215";"01";"Propriété privée (personne physique)";"61"
"11530";"6820";"FR4100215";"05";"Propriété d'une association, groupement ou société";"34"
"11531";"6820";"FR4100215";"20";"Collectivité territoriale";"5"
"11532";"6821";"FR4100216";"01";"Propriété privée (personne physique)";"42"
"11533";"6821";"FR4100216";"05";"Propriété d'une association, groupement ou société";"24"
